rank,family,variant,rebalance,requested_range,actual_range,net_perf_pct,cagr_pct,max_drawdown_pct,sharpe,positions,win_rate_pct,avg_trade_pct,median_trade_days,soxl_return_pct,soxl_max_drawdown_pct,tqqq_return_pct,tqqq_max_drawdown_pct,soxl_only_net_pct,soxl_only_max_drawdown_pct,excess_vs_soxl_only_pct,beats_soxl_only,notes
7583,Relative momentum rotation,"105d return_minus_vol, chosen/alternate above SMA200, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69456.26,51.43,-84.4,0.95,148,60.81,8.05,6.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28386.46,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7584,Relative momentum rotation,"105d return, chosen/alternate above SMA100, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69455.61,51.43,-86.59,0.93,168,55.36,9.12,8.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28385.81,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7585,Relative momentum rotation,"126d return_over_vol, skip 10d, chosen/alternate above SMA200, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-09-24 to 2026-05-20,69450.77,51.91,-90.8,0.94,164,50.0,7.74,7.0,37590.17,-90.46,27259.68,-81.66,41069.8,-66.18,28380.97,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7586,Relative momentum rotation,"84d return_over_vol, skip 21d, chosen/alternate above SMA100, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69449.38,51.43,-90.9,0.94,245,56.73,5.15,4.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28379.58,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7587,Multi-lookback vote rotation,"Vote (21, 63, 126), chosen/alternate above SMA200, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,69448.78,51.76,-87.75,0.94,230,50.43,6.26,7.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,28378.98,True,SOXL/TQQQ chosen by majority of relative momentum windows; no costs/slippage.
7588,Relative momentum rotation,"105d return, skip 5d, chosen/alternate above SMA100, 5% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-08-18 to 2026-05-20,69442.01,51.5,-86.89,0.93,58,55.17,26.16,54.0,41485.07,-90.46,35114.25,-81.66,41069.8,-66.18,28372.21,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7589,Relative momentum rotation,"105d return, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69439.33,51.43,-87.46,0.93,104,57.69,15.41,18.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28369.53,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7590,Relative momentum rotation,"84d return_minus_half_vol, skip 21d, 2% hysteresis",daily,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69436.08,51.42,-84.26,0.94,98,65.31,10.59,11.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28366.28,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7591,Relative momentum rotation,"126d return_minus_half_vol, skip 5d, chosen/alternate above SMA50, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-09-17 to 2026-05-20,69435.87,51.83,-84.07,0.95,222,53.15,5.75,6.0,41319.15,-90.46,29985.02,-81.66,41069.8,-66.18,28366.07,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7592,Relative momentum rotation,"105d return_minus_vol, skip 10d, chosen/alternate above SMA200, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-08-25 to 2026-05-20,69433.3,51.58,-83.56,0.95,192,55.73,6.55,4.5,45777.15,-90.46,38757.22,-81.66,41069.8,-66.18,28363.5,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7593,Relative momentum rotation,"63d return_minus_vol, chosen/alternate above SMA100, 5% hysteresis, switch on 30% stop",weekly,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,70215.36,50.87,-81.69,0.95,96,61.46,11.3,21.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,28361.11,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7594,Relative momentum rotation,"126d return_over_vol, skip 21d, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,69403.64,52.09,-86.91,0.94,290,52.07,4.75,4.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,28333.84,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7595,Relative momentum rotation,"126d return_over_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-09-24 to 2026-05-20,69402.41,51.9,-87.42,0.94,98,54.08,14.62,14.0,37590.17,-90.46,27259.68,-81.66,41069.8,-66.18,28332.61,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7596,Relative momentum rotation,"105d return, skip 21d, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,69394.95,51.75,-86.11,0.94,188,52.13,7.91,7.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,28325.15,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7597,Relative momentum rotation,"126d return_minus_vol, skip 21d, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,69392.54,52.09,-79.07,0.95,248,52.02,5.28,3.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,28322.74,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7598,Relative momentum rotation,"105d return, skip 21d, chosen/alternate above SMA100, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,69382.86,51.75,-88.51,0.94,214,52.8,6.89,6.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,28313.06,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7599,Relative momentum rotation,"84d return_minus_vol, skip 10d, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-07-27 to 2026-05-20,69381.63,51.25,-82.74,0.95,108,61.11,10.45,13.0,30591.6,-90.46,32902.12,-81.66,41069.8,-66.18,28311.84,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7600,Relative momentum rotation,"189d return_minus_half_vol, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2011-01-10 to 2026-05-20,55139.32,50.86,-77.2,0.93,118,49.15,11.85,8.5,20027.1,-90.46,19053.49,-81.66,26841.02,-66.18,28298.3,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7601,Relative momentum rotation,"42d return_minus_vol, skip 21d, chosen/alternate above SMA200, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,70148.35,50.86,-84.94,0.96,181,58.56,6.24,5.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,28294.1,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7602,Relative momentum rotation,"42d return_minus_half_vol, skip 10d, chosen/alternate above SMA200, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-05-26 to 2026-05-20,76741.03,51.54,-80.86,0.95,304,54.28,3.64,5.0,34537.35,-90.46,36910.51,-81.66,48461.05,-66.18,28279.98,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7603,Relative momentum rotation,"105d return_over_vol, skip 21d, chosen/alternate above SMA200, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,69341.59,51.74,-89.52,0.94,160,46.88,8.75,7.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,28271.79,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7604,Relative momentum rotation,"10d return_minus_vol, skip 5d, chosen/alternate above SMA50, 2% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-04-05 to 2026-05-20,76725.02,51.0,-78.57,0.97,108,50.93,12.24,5.5,24609.95,-90.46,26895.65,-81.66,48461.05,-66.18,28263.97,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7605,Relative momentum rotation,"10d return_minus_vol, skip 21d, chosen/alternate above SMA100, 2% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,76718.0,51.23,-80.4,0.97,300,54.33,3.84,5.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,28256.95,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7606,Relative momentum rotation,"63d return_minus_vol, skip 21d, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,69326.08,51.1,-84.4,0.95,85,60.0,13.41,29.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,28256.29,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7607,Relative momentum rotation,"10d return_minus_half_vol, skip 21d, chosen/alternate above SMA100, 5% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-04-27 to 2026-05-20,76709.24,51.23,-81.26,0.97,85,56.47,18.77,28.0,23156.12,-90.46,25804.86,-81.66,48461.05,-66.18,28248.18,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7608,Relative momentum rotation,"168d return_minus_vol, skip 21d, chosen/alternate above SMA100",weekly,2010-03-11 to 2026-05-20,2010-12-09 to 2026-05-20,57700.24,50.95,-80.45,0.94,114,68.42,9.97,14.0,21980.67,-90.46,21265.73,-81.66,29455.96,-66.18,28244.29,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7609,Relative momentum rotation,"126d return, skip 5d, chosen/alternate above SMA100, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-09-17 to 2026-05-20,69290.72,51.81,-88.97,0.94,230,52.61,6.16,5.0,41319.15,-90.46,29985.02,-81.66,41069.8,-66.18,28220.92,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7610,Multi-lookback vote rotation,"Vote (10, 21, 63, 126), chosen/alternate above SMA100, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,69259.16,51.73,-86.06,0.93,180,55.0,8.25,14.0,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,28189.36,True,SOXL/TQQQ chosen by majority of relative momentum windows; no costs/slippage.
7611,Relative momentum rotation,"84d return, chosen/alternate above SMA50, 5% hysteresis, switch on 10% stop",weekly,2010-03-11 to 2026-05-20,2010-07-13 to 2026-05-20,69257.39,51.09,-86.18,0.93,207,47.34,7.44,7.0,30967.21,-90.46,35142.37,-81.66,41069.8,-66.18,28187.6,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7612,Relative momentum rotation,"84d return, skip 21d, 5% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69256.69,51.4,-83.62,0.93,59,66.1,24.83,56.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28186.89,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7613,Relative momentum rotation,"105d return_minus_half_vol, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69254.51,51.4,-81.33,0.94,102,58.82,11.88,21.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28184.71,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7614,Relative momentum rotation,"168d return_over_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-11-23 to 2026-05-20,64295.22,51.83,-90.2,0.94,240,54.17,5.67,4.5,26955.49,-90.46,23786.23,-81.66,36114.97,-66.18,28180.25,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7615,Relative momentum rotation,"5d return_minus_vol, skip 21d, chosen/alternate above SMA200, 5% hysteresis, switch on 10% stop",monthly,2010-03-11 to 2026-05-20,2010-04-26 to 2026-05-20,76617.2,51.21,-79.97,0.97,89,52.81,15.17,11.0,20749.43,-90.46,24206.07,-81.66,48461.05,-66.18,28156.15,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7616,Relative momentum rotation,"84d return, skip 5d, chosen/alternate above SMA200, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,69218.45,51.16,-87.93,0.93,205,51.71,7.76,5.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,28148.65,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7617,Relative momentum rotation,"42d return_minus_vol, skip 21d, chosen/alternate above SMA50, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,69998.09,50.84,-79.54,0.96,239,59.0,4.57,6.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,28143.84,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7618,Relative momentum rotation,"126d return_minus_half_vol, skip 10d, 5% hysteresis, switch on 10% stop",daily,2010-03-11 to 2026-05-20,2010-09-24 to 2026-05-20,69197.79,51.88,-82.96,0.95,150,49.33,10.46,7.0,37590.17,-90.46,27259.68,-81.66,41069.8,-66.18,28127.99,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7619,Relative momentum rotation,"10d return, chosen/alternate above SMA200, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-03-26 to 2026-05-20,76575.61,50.87,-83.07,0.93,127,64.57,9.3,31.0,27606.54,-90.46,27913.35,-81.66,48461.05,-66.18,28114.56,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7620,Relative momentum rotation,"126d return_over_vol, skip 21d, chosen/alternate above SMA50, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-10-11 to 2026-05-20,69173.29,52.06,-79.52,0.94,314,56.05,3.7,5.0,35677.33,-90.46,27026.23,-81.66,41069.8,-66.18,28103.49,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7621,Relative momentum rotation,"84d return_over_vol, skip 21d, chosen/alternate above SMA100",weekly,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69173.11,51.39,-90.18,0.94,87,65.52,13.3,21.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28103.31,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7622,Relative momentum rotation,"84d return, skip 10d, 5% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-07-27 to 2026-05-20,69163.02,51.22,-89.26,0.93,115,51.3,12.61,15.0,30591.6,-90.46,32902.12,-81.66,41069.8,-66.18,28093.22,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7623,Relative momentum rotation,"126d return_minus_half_vol, skip 5d, chosen/alternate above SMA50, 5% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-09-17 to 2026-05-20,69159.58,51.79,-85.37,0.94,196,54.59,6.44,7.0,41319.15,-90.46,29985.02,-81.66,41069.8,-66.18,28089.78,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7624,Relative momentum rotation,"84d return_minus_half_vol, skip 21d, chosen/alternate above SMA200, 2% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69146.99,51.38,-84.34,0.94,76,63.16,13.89,21.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28077.19,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7625,Relative momentum rotation,"84d return_minus_half_vol, skip 21d, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69145.18,51.38,-82.76,0.94,184,59.24,6.49,5.5,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28075.38,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7626,Relative momentum rotation,"105d return_minus_half_vol, chosen/alternate above SMA200, 2% hysteresis, switch on 20% stop",monthly,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69142.69,51.38,-84.53,0.94,82,52.44,17.19,29.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28072.89,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7627,Relative momentum rotation,"42d return_over_vol, skip 10d, chosen/alternate above SMA100, 5% hysteresis",daily,2010-03-11 to 2026-05-20,2010-05-26 to 2026-05-20,76531.18,51.52,-89.37,0.93,119,61.34,9.62,20.0,34537.35,-90.46,36910.51,-81.66,48461.05,-66.18,28070.12,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7628,Relative momentum rotation,"42d return, skip 10d, 5% hysteresis",weekly,2010-03-11 to 2026-05-20,2010-05-26 to 2026-05-20,76520.38,51.52,-85.71,0.93,113,61.95,10.5,34.0,34537.35,-90.46,36910.51,-81.66,48461.05,-66.18,28059.33,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7629,Relative momentum rotation,"84d return_minus_half_vol, skip 21d, chosen/alternate above SMA50, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-08-11 to 2026-05-20,69128.1,51.38,-82.61,0.94,314,57.32,3.76,4.0,41866.94,-90.46,35227.18,-81.66,41069.8,-66.18,28058.3,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7630,Relative momentum rotation,"5d return_minus_half_vol, skip 5d, chosen/alternate above SMA50, 5% hysteresis",monthly,2010-03-11 to 2026-05-20,2010-04-01 to 2026-05-20,76517.57,50.93,-81.66,0.97,32,81.25,28.53,62.0,26702.95,-90.46,27676.15,-81.66,48461.05,-66.18,28056.51,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7631,Relative momentum rotation,"63d return, chosen/alternate above SMA100, 2% hysteresis, switch on 30% stop",daily,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,69904.95,50.83,-87.89,0.93,170,56.47,8.95,9.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,28050.7,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7632,Relative momentum rotation,"126d return_minus_vol, chosen/alternate above SMA100, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-09-10 to 2026-05-20,69112.33,51.71,-83.53,0.95,64,64.06,21.83,33.5,48324.75,-90.46,33054.58,-81.66,41069.8,-66.18,28042.53,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7633,Relative momentum rotation,"105d return_minus_half_vol, skip 10d, chosen/alternate above SMA50, 5% hysteresis, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-08-25 to 2026-05-20,69111.72,51.53,-83.87,0.94,140,57.86,10.31,14.0,45777.15,-90.46,38757.22,-81.66,41069.8,-66.18,28041.92,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7634,Relative momentum rotation,"84d return_minus_half_vol, skip 5d, chosen/alternate above SMA200, 5% hysteresis, switch on 30% stop",monthly,2010-03-11 to 2026-05-20,2010-07-20 to 2026-05-20,69107.97,51.14,-86.58,0.94,62,56.45,21.67,56.0,32445.33,-90.46,35537.43,-81.66,41069.8,-66.18,28038.17,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7635,Relative momentum rotation,"42d return, skip 21d, chosen/alternate above SMA200, switch on 20% stop",weekly,2010-03-11 to 2026-05-20,2010-06-11 to 2026-05-20,69878.44,50.83,-83.69,0.93,201,55.72,6.33,9.0,33908.38,-90.46,34470.73,-81.66,41854.25,-66.18,28024.19,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
7636,Relative momentum rotation,"63d return_minus_half_vol, skip 5d, chosen/alternate above SMA100, 2% hysteresis, switch on 20% stop",daily,2010-03-11 to 2026-05-20,2010-06-18 to 2026-05-20,69082.77,50.79,-86.89,0.94,184,57.07,6.4,7.0,28494.28,-90.46,31064.39,-81.66,41069.8,-66.18,28012.97,True,Always invested in SOXL or TQQQ; signal uses prior-close data; no costs/slippage.
